,Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Percent Fatalities,Survivors,Year,Month,Day,DayOfWeek,DayOfYear
151,1928-09-02,,"Toul, France",CIDNA,,,Bleriot Spad 56,,,3.0,3.0,0.0,nan,100.0,0.0,1928,9,2,6,246
152,1928-09-04,,"Adelaide Hills, Australia",Qantas,,,de Havilland DH.50J,G-AUHI,,2.0,1.0,0.0,following conclusion aerial tour carrying sir john salmond aircraft departed adelaide piloted c w scott engineer passenger control lost cloud attempt cross adelaide hills aircraft crashed caught fire,50.0,1.0,1928,9,4,1,248
153,1928-09-04,,"Pocatello, Idaho",National Parks Airways,,,Fokker Super Universal,NC7242,809,7.0,7.0,0.0,nan,100.0,0.0,1928,9,4,1,248
154,1928-09-06,,"Heroldbach, Germany",Deutsche Lufthansa,,,Fokker FG III,D-180,1531,3.0,3.0,0.0,engine failure,100.0,0.0,1928,9,6,3,250
155,1928-10-04,,"Gerona, Spain",Aeropostale,,,Breguet 14,,,3.0,3.0,0.0,nan,100.0,0.0,1928,10,4,3,278
156,1928-10-18,,"Polk, Pennsylvania",National Air Transport,,,Douglas M-4,,,1.0,1.0,0.0,mail plane crashed burned night,100.0,0.0,1928,10,18,3,292
157,1928-10-31,,"Valence, France",Air Union,,,Bleriot Spad 56,F-AIMN,,2.0,1.0,0.0,nan,50.0,1.0,1928,10,31,2,305
158,1928-11-15,,Off Gibraltar,Aeropostale,,,Latecoere 32,F-AISN,,2.0,1.0,0.0,nan,50.0,1.0,1928,11,15,3,320
159,1928-11-24,,"Edgerton, Ohio",Universal Airlines,,Cleveland - Chicago,Hamilton H-47,,46,3.0,3.0,0.0,mail plane crashed heavy snow storm,100.0,0.0,1928,11,24,5,329
160,1928-11-25,,"Bristolville, Ohio",National Air Transport,,,Douglas M-4,,,1.0,1.0,0.0,mail plane crashed snow storm,100.0,0.0,1928,11,25,6,330
161,1928-11-25,,"Edgerton, Ohio",Continental Air Lines,,Cleveland - Louisville,Travel Air 4000,,,3.0,3.0,0.0,mail plane crashed heavy snow storm,100.0,0.0,1928,11,25,6,330
162,1928-12-01,10:00,"Spur, Texas",Sunbeam Air Transport Co.,,San Antonio - Amarillo - Tulsa - Denver,Ford 4-AT-B Tri Motor,NC7862,4-AT-47,5.0,5.0,0.0,aircraft crashed burned en route flames seen aboard plane crashed,100.0,0.0,1928,12,1,5,336
163,1928-12-03,08:00,Brazil,Syndicato Condor,,,Dornier Wal,P-BACA,063,14.0,14.0,0.0,seaplane took form bay narrowly avoided collision another plane process veered sharply abruptly one wings strained beyond elastilimits pilot lost control aircraft fell tail spinning 300 feet water one engines exploded impact sunk immediately,100.0,0.0,1928,12,3,0,338
164,1928-12-04,,"Rio de Janeiro, Brazil",,,,Junkers G24,,,6.0,6.0,0.0,aircraft wingtip struck water crashed rio de janeiro bay,100.0,0.0,1928,12,4,1,339
165,1928-12-11,,"Letzlingen, Germany",Deutsche Lufthansa,,,Junkers G-31,D-1473,3005,4.0,3.0,0.0,weather related,75.0,1.0,1928,12,11,1,346
166,1928-12-20,,"Huron, Ohio",National Air Transport,,Cleveland - Chicago,Douglas M-4,,,1.0,1.0,0.0,mail plane crashed apple tree snow storm,100.0,0.0,1928,12,20,3,355
167,1928-12-23,,"Chattanooga, Tennessee",Interstate Airlines,,,Fairchild FC-2,,,4.0,4.0,0.0,crashed onto roof garage takeoff burst flames motor may warmed enough,100.0,0.0,1928,12,23,6,358
168,1928-12-31,,"Reims, France",CIDNA,,,Blériot Spad 66,F-AEHX,40,3.0,2.0,0.0,crashed high ground fog,66.66666666666666,1.0,1928,12,31,0,366
169,1929-01-05,,"Stafford Springs, Connecticut",Colonial Air Transport,,,Fairchild FC-2,,,1.0,1.0,0.0,nan,100.0,0.0,1929,1,5,5,5
170,1929-01-18,,"Cove, Oregon",Varney Air Lines,,,Stearman C-38,,,1.0,1.0,0.0,attempting make emergency landing minam river plane hit bolder,100.0,0.0,1929,1,18,4,18
171,1929-01-25,,"Near Corfu, Greece",Aeroespresso,,,CMASA Wal,I-AZDA,053,9.0,2.0,0.0,nan,22.22222222222222,7.0,1929,1,25,4,25
172,1929-01-31,,"Morgantown, West Virginia",Skyline Transportation Company,,,Travel Air 4000,,,1.0,1.0,0.0,nan,100.0,0.0,1929,1,31,3,31
173,1929-01-31,,Off Morocco,Aeropostale,,,Latecoere 26,,,2.0,2.0,0.0,nan,100.0,0.0,1929,1,31,3,31
174,1929-03-17,,"Newark, New Jersey",Colonial Western Airlines,,Sightseeing,Ford 5-AT-B Tri Motor,NC7683,4-AT-41,15.0,14.0,0.0,plane making last number sightseeing flights one three engines failed plane went control altitude 200 ft crashed railroad freight car engine failure,93.33333333333331,1.0,1929,3,17,6,76
175,1929-03-30,09:18,"Near Beaumont, California",New Standard Airlines,,Los Angeles - Phoenix - El Paso,Fokker F-VIIA,NC7888,617,4.0,4.0,0.0,aircraft crashed high mountain ridge exploding impact investigators speculated upon encountering fog winds treacherous mountain pass pilot may turned airliner around heading back airport crash occurred,100.0,0.0,1929,3,30,5,89
176,1929-04-21,,"San Diego, California",Maddux Airlines / Military - U.S.Army Air Force,,San Diego - Phoenix,Ford 5-AT-B Tri-Motor / B-PW-9D,NC9636 / 28-037,4-AT-010,6.0,6.0,0.0,midair collision occurred us air force boeing pw 9d 2 000 ft five killed tri motor one boeing army pilot lieutenant howard keefer flying airliner stunting performed steep banking turn downward attempt pass front airliner instead misjudged speed maddux aircraft diving plane struck cockpit ford tri motor found criminally negligent,100.0,0.0,1929,4,21,6,111
177,1929-05-18,,Hungary,MALERT,,,Fokker F-III,H-MABC,,2.0,2.0,0.0,nan,100.0,0.0,1929,5,18,5,138
178,1929-05-22,,Algiers,Aeropostale,,,Cams 53,F-AISX,,5.0,4.0,0.0,nan,80.0,1.0,1929,5,22,2,142
179,1929-06-10,,"Santiago de Cuba, Cuba",Pan American Airways,,Santiago de Cuba - Havana,Fokker F-X,NC9700,,5.0,2.0,0.0,crashed taking muddy field prevented aircraft gaining altitude plane hit telephone wires crashed,40.0,3.0,1929,6,10,0,161
180,1929-06-14,,"Barcelona, Spain",Aeropostale,,,Breguet 14,F-AFEJ,,2.0,1.0,0.0,nan,50.0,1.0,1929,6,14,4,165
181,1929-06-17,,"Off Dungeness, England",Imperial Airways,,,Handley Page W-10,G-EBMT,W10/4,13.0,7.0,0.0,plane english channel engine failed pilot tried return airport plane ditched english channel plane named city ottawa,53.84615384615385,6.0,1929,6,17,0,168
182,1929-06-24,,"St. Paul, Minnesota",Northwest Orient Airlines,,St. Paul - Minneapolis,Ford 5-AT-B Tri-Motor,NC7416,5-AT-002,8.0,1.0,0.0,crashed near indian mounds park shortly taking triple engine failure,12.5,7.0,1929,6,24,0,175
183,1929-06-29,,"Lake Constance, Switzerland",Aero Lloyd,,,Domier Delphin III,D-1620,151,5.0,5.0,0.0,aircraft crashed lake constance attempting landing,100.0,0.0,1929,6,29,5,180
184,1929-06-29,,"Columbus, Ohio",Continental Air Lines,,,Travel Air 4000,,,1.0,1.0,0.0,nan,100.0,0.0,1929,6,29,5,180
185,1929-08-11,,"Clovis, New Mexico",Middle States Airlines,,,Lockheed Vega,NC870E,,4.0,4.0,0.0,nan,100.0,0.0,1929,8,11,6,223
186,1929-08-13,,"Perpignan, France",Aeropostale,,,Breguet 14,,,1.0,1.0,0.0,nan,100.0,0.0,1929,8,13,1,225
187,1929-08-24,,"Sochi, Russia",Ukvozduchput,,,Kalinin K-4,CCCP-217,,1.0,1.0,0.0,nan,100.0,0.0,1929,8,24,5,236
188,1929-08-24,,"Elm, Germany",Deutsche Lufthansa,,,Fokker FG II,D-757,1571,5.0,4.0,0.0,weather related,80.0,1.0,1929,8,24,5,236
189,1929-09-02,,"Needles, California",Associated Aviators,,,Lockheed Vega,NR859E,,2.0,1.0,0.0,plane crashed going tail spin mechaniwas able parachute safety,50.0,1.0,1929,9,2,0,245
190,1929-09-03,c: 1:00,"Mt. Taylor, New Mexico",Trans Continental Air Transport,,Albuquerque - Los Angeles,Ford 5-AT-B Tri Motor,NC9649,5-AT-002,8.0,8.0,0.0,crashed thunderstorm struck lightning plane named city san francisco,100.0,0.0,1929,9,3,1,246
191,1929-09-06,,"Jask, Iran",Imperial Airways,,"London, England - India",de Havilland DH-66 Hercules,G-EBMZ,239,5.0,3.0,0.0,mail plane caught fire crash landing,60.0,2.0,1929,9,6,4,249
192,1929-09-17,,"Off Larache, Morocco",Aeropostale,,,Latecoere 25-3-R,F-AIUJ,704,5.0,5.0,0.0,crashed mediterranean,100.0,0.0,1929,9,17,1,260
193,1929-09-17,,"Jacumba, California",Pickwick Airways,,Tijuana - Nogales,Fairchild 71,,,2.0,1.0,0.0,mail plane crashed hillside desert attempting make emergency landing storm,50.0,1.0,1929,9,17,1,260
194,1929-09-17,,"Mt Lamentation, Connecticut",Colonial Air Transport,,,Pitcairn PA-6 Mailwing,,,1.0,1.0,0.0,mail plane crashed mt lamentation burst flames,100.0,0.0,1929,9,17,1,260
195,1929-10-26,,"Off Spezia, Italy",Imperial Airways,,,Short Calcutta,G-AADN,5748,7.0,7.0,0.0,aircraft ditched ocean encountering gale force winds sank tow plane named city rome,100.0,0.0,1929,10,26,5,299
196,1929-10-29,,"Mount Vernon, Ohio",Continental Air Lines,,Cleveland - Louisville,Stearman C-38,,,1.0,1.0,0.0,mail plane crashed grove trees 8 miles southwest mount vernon,100.0,0.0,1929,10,29,1,302
197,1929-10-31,,"Off Bremerton, Washington",Bremerton-Seattle Air Taxi / Gorst Air Lines,,Bremerton,Loening C-2C,,,2.0,2.0,0.0,air taxi crashed puget sound attempted take,100.0,0.0,1929,10,31,3,304
198,1929-11-04,07:00,"Cerro del Carbon, Mexico",Corp. Aeronautica de Transportes,,Mexico City - Juarez,Lockheed Vega 5,NC46M,097,4.0,4.0,0.0,mail plane crashed dense fog,100.0,0.0,1929,11,4,0,308
199,1929-11-06,,"Near Godstone, Surrey, England",Deutsche Lufthansa,,Amsterdam - Croyden,Junkers G-24,D-903,911,8.0,7.0,0.0,crashed heavy rain fog attempting land,87.5,1.0,1929,11,6,2,310
200,1929-11-15,,"Off Corsica, France",Air Union,,,Liore et Olivier 190,F-AIGB,1,3.0,3.0,0.0,crashed mediterranean fog,100.0,0.0,1929,11,15,4,319
201,1929-11-30,,"Vancouver, Washington",Varney Air Lines,,,Stearman M-2 Speedmail,,,1.0,1.0,0.0,mail plane crashed fog bound tower interstate bridge spanning columbia river,100.0,0.0,1929,11,30,5,334
202,1929-12-02,,"Chagrin Falls, Ohio",National Air Transport,,,Douglas M-3,,,1.0,1.0,0.0,mail plane crashed en route storm,100.0,0.0,1929,12,2,0,336
203,1929-12-14,,Mediterranean Sea,Aeropostale,,,Bernard 192,F-AJDA,,3.0,3.0,0.0,nan,100.0,0.0,1929,12,14,5,348
204,1929-12-19,,"Near Berlin, Germany",Deutsche Lufthansa,,,Arado V1,D-1594,,3.0,2.0,0.0,forced landing 40 miles berlin,66.66666666666666,1.0,1929,12,19,3,353
205,1929-12-30,,"Amarillo, Texas",Trans Continental Air Transport,,,Travel Air B6000,,,5.0,5.0,0.0,crashed approach onto golf course,100.0,0.0,1929,12,30,0,364
206,1930-01-10,,"Brawnson, Nebraska",Boeing Air Transport,,,Boeing 95,NC184E,,1.0,1.0,0.0,airmail plane crash landed burst flames farm fog snow attempting make emergency landing,100.0,0.0,1930,1,10,4,10
207,1930-01-13,,"Antananarivo, Madagascar",Air Orient,,,Farman 190,F-AJJK,,3.0,3.0,0.0,nan,100.0,0.0,1930,1,13,0,13
208,1930-01-19,18:23,"Oceanside, California",Maddux Airlines,7,"Aqua Caliente, Mexico - Los Angeles",Ford 5-AT-C Tri Motor,NC9689,5-AT-046,16.0,16.0,0.0,en route los angeles pilot flying low altitude due poor weather conditions tried turn back left turn left wing struck hill crashed burned adverse weather conditions plane flew sudden squall cause pilot lose control,100.0,0.0,1930,1,19,6,19
209,1930-01-25,,"Off Ceuta, Spain",Aeropostale,,,Latecoere 25,F-AJCL,,2.0,2.0,0.0,nan,100.0,0.0,1930,1,25,5,25
210,1930-01-27,17:30,"Kansas City, Kansas",Central  Airlines,,"Wichita - Kansas City, KS",Travel Air A6000A,,963,5.0,5.0,0.0,preparing land plane side slipped dived ground height 500 ft caught fire quickly bodies removed hastily mustered crew pilots mechanics universal airlines central airlines began removing evidence accident savagely fighting reporters photographers worked,100.0,0.0,1930,1,27,0,27
211,1930-02-03,,"Hartford, Connecticut",Colonial Air Transport,,"Newark, NJ - Hartford, CT",Pitcairn PA-6 Mailwing,,,1.0,1.0,0.0,attempting land plane struck building fell connecticut river,100.0,0.0,1930,2,3,0,34
212,1930-02-10,,"Marden, England",Air Union,,,Farman F-63,F-FHMY,,2.0,2.0,0.0,nan,100.0,0.0,1930,2,10,0,41
213,1930-04-18,c:17:00,"Jersey City, New Jersey",Canadian Colonial Airways,,"Albany, NY - Jersey City, NJ",Fairchild 71,,634,4.0,4.0,0.0,crashed power lines 150 feet ground fog,100.0,0.0,1930,4,18,4,108
214,1930-05-10,,Buenos Aires,Aeropostale,,,Latecoere 28,F-AJPD,,4.0,3.0,0.0,nan,75.0,1.0,1930,5,10,5,130
215,1930-06-05,,"Boston, Massachusetts",Colonial Air Transport,,,Ford Tri-Motor 5,NC9675,5-AT-033,15.0,1.0,0.0,crashed boston harbor loosing right engine takeoff,6.666666666666667,14.0,1930,6,5,3,156
216,1930-07-07,,"Bornholm, Denmark",Deutsche Lufthansa,,Stettin - Norway,Dornier Wal,D-864,44,8.0,5.0,0.0,flying boat landed storm open ocean due engine failure three hours plane capsized large wave,62.5,3.0,1930,7,7,0,188
217,1930-07-10,,"Arkansas Pass, Texas",Cross Airways,,,Lockheed Vega 5,NC-394H,087,5.0,5.0,0.0,aircraft exploded air altitude 4 000 feet shortly taking plane flying area fog thunderstorms,100.0,0.0,1930,7,10,3,191
218,1930-08-22,,"Iglau, Czechoslovakia",Ceskoslovenske Aerolinie,,Prague - Brun -  Pressburg,Ford 5-AT-C Tri Motor,OK-FOR,5-AT-050,11.0,10.0,0.0,crashed pilot attempted make emergency landing fog storm,90.9090909090909,1.0,1930,8,22,4,234
219,1930-09-11,,"Croydon, England",Sabena,,,Sabca F-VII,OO-AIN,,2.0,2.0,0.0,nan,100.0,0.0,1930,9,11,3,254
220,1930-09-25,,"Southesk, Saskatchewan, Canada",Western Canada Airways,,Calgary - Moosejaw,,,,3.0,3.0,0.0,air mail plane crashed fog en route,100.0,0.0,1930,9,25,3,268
221,1930-10-05,02:05,"Near Beauvais, France",Military - British Air Ministry,,"Cardington, England - Karachi, Pakistan",Royal Airship Works R-101,G-FAAW,R-101,54.0,48.0,0.0,airship inaugural flight cardington england karachi pakistan storm first night suddenly nosedived leveled briefly dived crashing burning preparations rushed political reasons full speed test flight wind rain outer cover split open front two forward gasbags ruptured simultaneously dropping ballast raised nose also dynamilift promptly lost speed reduced presumably save remaining gasbags,88.88888888888889,6.0,1930,10,5,6,278
222,1930-10-06,09:45,"Dresden, Germany",Deutsche Lufthansa,,Berlin - Vienna,Messerschmitt M-20B,D-1930,443,8.0,8.0,0.0,crashed hill attempting land,100.0,0.0,1930,10,6,0,279
223,1930-10-12,,"La Rache, Morocco",Aeropostale,,Casablanca - Bahat - Toulouse,Latecoere 28,F-AJUU,,4.0,4.0,0.0,french postal plane crashed mountains,100.0,0.0,1930,10,12,6,285
224,1930-10-28,,"Prince Rupert, BC, Canada",Alaska-Washington Airways,,,Lockheed Vega,NC103W,120,3.0,3.0,0.0,nan,100.0,0.0,1930,10,28,1,301
225,1930-10-30,,"Near Neufchatel, France",Imperial Airways,,"Paris, France - London, England",Handley Page W-8,G-EBIX,W8-7,6.0,3.0,0.0,crashed high ground fog losing engine plane named city washington,50.0,3.0,1930,10,30,3,303
226,1930-10-30,,"Brookston, Indiana",Embry Riddle Company,,,Pitcairn PA-6 Mailwing,,,1.0,1.0,0.0,developing engine trouble pilot tried parachute plane parachute got caught plane pilot dragged death,100.0,0.0,1930,10,30,3,303
227,1930-11-07,,"Off of Santos, Brazil",Syndicato Condor,,,Junkers G-24,P-BAHA,921,9.0,1.0,0.0,crashed sea,11.11111111111111,8.0,1930,11,7,4,311
228,1930-11-18,c: 2:00,"Techachapi Mountains, California",PacifiAir Transport,,"Burbank, CA - Oakland, CA",Boeing 40,NC5340,,3.0,3.0,0.0,crashed mountainside altitude 4 500 feet snowstorm,100.0,0.0,1930,11,18,1,322
229,1930-12-09,,"Shanghai, China",China National Aviation Corporation,,Shanghai - Hankow,Loening C-W Air Yaht,,,6.0,4.0,0.0,lower right wing aircraft hit mast river boat plane flipped back crashed onto river bank aircraft named shanghai,66.66666666666666,2.0,1930,12,9,1,343
230,1931-01-08,,"Melle, Belgium",Sabena,,,Fokker F-VII,OO-AIL,,2.0,2.0,0.0,nan,100.0,0.0,1931,1,8,3,8
231,1931-01-22,,"Bluff Mountain, Washington",Varney Air Lines,,Portland - Pasco,Boeing 40,NC741K,,1.0,1.0,0.0,mail plane flew bluff mountain dense fog,100.0,0.0,1931,1,22,3,22
232,1931-02-08,,"Wairoa, New Zealand",Dominion Air Lines,,,Desoutter II,ZK-ACA,,1.0,1.0,0.0,nan,100.0,0.0,1931,2,8,6,39
233,1931-02-20,,"Bagot, Manitoba, Canada",Western Canada Airways,,Winnigeg - Moosejaw,Fokker Universal F-14,,,3.0,2.0,0.0,plane carrying mail crashed field turned burst flames heavy fog area accident,66.66666666666666,1.0,1931,2,20,4,51
234,1931-02-24,,Off Spain,Aeropostale,,,Latecoere 32,F-AITX,,3.0,1.0,0.0,nan,33.33333333333333,2.0,1931,2,24,1,55
235,1931-03-21,,"New South Wales, Australia",Australian National Airways,,,Avro 10,VH-UMF,241,8.0,8.0,0.0,wreckage found 10 26 1958,100.0,0.0,1931,3,21,5,80
236,1931-03-31,10:45,"Bazaar, Kansas",Trans Continental and Western Air,599,Kansas City - Wichita -  Los Angeles,Fokker F10A Trimotor,NC-999,1063,8.0,8.0,0.0,shortly taking kansas city one aircraft wing separated flight penetrating thunderstorm experiencing strong turbulence icing plane crashed wheat field wing aileron flutter brought moisture leaking wing interior weakening glue bonded wooden spars notre dame football coach knute rockne 43 killed,100.0,0.0,1931,3,31,1,90
237,1931-04-14,,"Near Letschen, Germany",Deutsche Lufthansa,,,Messerschmitt M-20,D-1928,442,10.0,2.0,0.0,fuselage failure four seriously injured pilot radio operator killed,20.0,8.0,1931,4,14,1,104
238,1931-05-05,23:30,"Burbank, California",PacifiAir Transport,,San Diego - Los Angeles,Boeing 40,NC5390,,2.0,2.0,0.0,mail plane crashed las tunas canyon attempting land burbank airport dense fog,100.0,0.0,1931,5,5,1,125
239,1931-05-22,,"Wampit, Australia",Guiena Airways,,,Junkers W-34,VH-UNR,,1.0,1.0,0.0,nan,100.0,0.0,1931,5,22,4,142
240,1931-05-24,22:30,"Bellefonte, Pennsylvania",National Air Transport,,,Boeing 95,NC397E,,1.0,1.0,0.0,crashed mountain burned poor visibility,100.0,0.0,1931,5,24,6,144
241,1931-06-07,09:00,"Near Sandoway, Burma",Air Orient,,Saigon - Karachi,Fokker F-VIIB,PH-AEO,5096,4.0,4.0,0.0,crashed trees fell river 50 km south sandoway experiencing engine trouble attempting land sandoway poor visibility monsoon conditions,100.0,0.0,1931,6,7,6,158
242,1931-06-11,,"Walbridge, Ohio",Rubner Flying Service,,,Lockheed Vega 2,NC857E,064,3.0,2.0,0.0,wing buckled plane attempting land plane crashed,66.66666666666666,1.0,1931,6,11,3,162
243,1931-06-13,,"Saarbrucken, Germany",Deutsche Lufthansa,,Cologne - Saarbrucken,Dornier Merkur,D-1455,177,4.0,4.0,0.0,circling fog half hour plane rose 300 ft nose dived ground burst flames engine failure,100.0,0.0,1931,6,13,5,164
244,1931-07-12,,"Chicago, Illinois",Braniff Airlines,,Chicago - Detroit,Lockheed Vega,NC8497,,2.0,2.0,0.0,engine quit taking plane crashed height 700 feet pilot tried return airport banking right sufficient altitude recover,100.0,0.0,1931,7,12,6,193
245,1931-07-14,,"Temora, Australia",Australian Aerial Services,,,Lasco Lascowl,VH-UGF,,2.0,2.0,0.0,nan,100.0,0.0,1931,7,14,1,195
246,1931-07-21,,"Centralia, Illinois",American Airways,,,Pitcairn PA-6 Mailwing,,,1.0,1.0,0.0,nan,100.0,0.0,1931,7,21,1,202
247,1931-07-24,,"Kurudjevo, Bulgaria",CIDNA,,Constantinople - Budapest,Fokker F-VII,,,7.0,7.0,0.0,aircraft caught fire mid air crashed,100.0,0.0,1931,7,24,4,205
248,1931-08-09,08:40,"Cincinnati, Ohio",American Airways,,,Ford 5-AT-C Tri Motor,NC9662,5AT-029,6.0,6.0,0.0,crashed height 500 feet banks little miami river shortly taking engine failure due broken hub right engine led detachment motor aircraft,100.0,0.0,1931,8,9,6,221
249,1931-09-14,20:00,"Chicago, Illinois",Chicago-Detroit Airways,,,Lockheed Vega,NC606,,1.0,1.0,0.0,crashed severe rainstorm attempting land,100.0,0.0,1931,9,14,0,257
250,1931-09-16,04:00,"Oakland, California",PacifiAir Transport,,"Oakland, CA - Seattle, WA",Boeing 40,NC10347,,4.0,4.0,0.0,crashed san francisco bay shortly taking oakland airport,100.0,0.0,1931,9,16,2,259
251,1931-10-06,,"Novia Scotia, Canada",Deutsche Lufthansa,,,Heinkel HE-2,D-1717,334,3.0,3.0,0.0,nan,100.0,0.0,1931,10,6,1,279
252,1931-10-14,,Brazil,Syndicato Condor,,,Dornier Wal,P-BALSA,107,3.0,3.0,0.0,nan,100.0,0.0,1931,10,14,2,287
253,1931-11-05,06:48,"Camden, New Jersey","NY, Phil., Washington AW",,"Newark, NJ  - Camden, NJ - Washington DC",Lockheed Orion 9,NC12221,178,5.0,5.0,0.0,crashed onto golf course burst flames circling airport twice land,100.0,0.0,1931,11,5,3,309
254,1931-11-13,,"Sir Lowry's pass, South Africa",Union Airways,,,De Havilland DH.80,,,3.0,3.0,0.0,nan,100.0,0.0,1931,11,13,4,317
255,1931-11-23,,"Salt Lake City, Utah",Boeing Air Transport,,,Boeing 40,NC7465,,1.0,1.0,0.0,mail plane crashed 8 miles west salt lake airport believed plane overturned attempting land dark,100.0,0.0,1931,11,23,0,327
256,1931-11-24,,"Near Tsinan, China",China National Aviation Corporation,,Nanking - Peiking,Stinson,,,3.0,3.0,0.0,crashed chingshan mountain range 10 miles south tsinan fog,100.0,0.0,1931,11,24,1,328
257,1931-11-26,22:30,"Pasco, Washington",Varney Air Lines,,"Portland,  WA - Pasco, WA",Boeing 40,NC10338,,1.0,1.0,0.0,crashed fog attempting land,100.0,0.0,1931,11,26,3,330
258,1931-12-05,,"Kewanee, Illinois",Braniff Airways,,Kansas City - Chicago,Lockheed Vega 5,NC433E,049,6.0,2.0,0.0,crashed attempting land alternate airfield sleet storm plane struck roof barn adjacent airfield destroyed icing,33.33333333333333,4.0,1931,12,5,5,339
259,1931-12-06,,"Bangkok, Thailand",KLM Royal Dutch Airlines,,,Fokker F-VIIb-3M,PH-AFO,5226,7.0,5.0,0.0,gain altitude taking landing gear hit top dam plane crashed,71.42857142857143,2.0,1931,12,6,6,340
260,1931-12-09,,Off Algiers,Aeropostale,,,CAMS 56,F-AIOX,,2.0,2.0,0.0,nan,100.0,0.0,1931,12,9,2,343
261,1931-12-31,,"Springfield, Ohio",American Airways,,"Port Colombus, OH - Louisville, KY",Fairchild Pilgrim 100A,,,5.0,4.0,0.0,orders supervisor pilot took extremely poor weather conditions encountering fog attempted turn back airport wing tip struck knoll plane crashed,80.0,1.0,1931,12,31,3,365
262,1932-01-21,,"Colvin Park, Ilinois",Northwest Airways,,"Rockford - Chicago, IL - Madison, WI",Stinson SM-2A,,,1.0,1.0,0.0,crashed heavy fog minutes taking rockford witness said plane caught fire explosion mid air crashed,100.0,0.0,1932,1,21,3,21
263,1932-01-29,,"Lebec, California",Century PacifiLines,,"San Francisco - Bakersfield - Los Angeles, CA",Stinson SM-6000B,,5034,8.0,8.0,0.0,crashed canyon mountains snowstorm,100.0,0.0,1932,1,29,4,29
264,1932-02-01,,"Off Miami, Florida",Bimini Airways,,Miami - Bimini,Fairchild,,,5.0,5.0,0.0,disappeared en route 45 minute flight,100.0,0.0,1932,2,1,0,32
265,1932-02-02,,"Marcellus, Michigan",Transamerican Airlines,,Chicago - Kalamazoo,Stearman C-3MB,,,1.0,1.0,0.0,mail plane crashed,100.0,0.0,1932,2,2,1,33
266,1932-02-02,,"Rio Vista, California",Boeing Air Transport,,,Boeing 40,NC7470,,2.0,1.0,0.0,struck irrigation ditch caught fire landing,50.0,1.0,1932,2,2,1,33
